Validation Epoch [40/1000] Average Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	
	Current best model at epoch 40
Epoch [41/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 2.0000000000000007e-08
Epoch [42/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 2.0000000000000007e-08
Epoch [43/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 2.0000000000000007e-08
Epoch [44/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 2.0000000000000007e-08
Epoch [45/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 2.0000000000000007e-08
Epoch [46/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 2.0000000000000007e-08
Epoch [47/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
Epoch [48/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
Epoch [49/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
Epoch [50/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
Epoch [51/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
Epoch [52/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
Epoch [53/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
Epoch [54/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
Epoch [55/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
Epoch [56/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
Epoch [57/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
Epoch [58/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
Epoch [59/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
Validation Epoch [60/1000] Average Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	
Epoch [61/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
Epoch [62/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
Epoch [63/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
Epoch [64/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
Epoch [65/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
Epoch [66/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
Epoch [67/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 1e-08
